Review,Year,user_id,Location,Helpful votes,Country,Country_code,Cleaned,Label_1,Label_2,Label_3,Label,
"We will be flying in to Venice in June and heading to Slovenia. We love beautiful scenery and like hiking and enjoying quiet towns or places off the beaten path. We have three kids (10.,11,13) who lives the same things and can hike a decent distance.
We are struggling with our itinerary. My husband founds a place he loves that says it’s 15 minutes from Bovec. We we’re thinking of staying a Couple days there to view the gorgeous mountains and visit the Bovec area (is this where the Soca river is mist beautiful?) Is this location cut off from the rest of Slovenia?
We chat soldered moving on to Bled to explore that area (hikes, food, etc...)
We also would like to boost the caves which are further south.
My husband is interested in the capital bug I’m wondering if there is a quaint village with food and scenery that we may enjoy more.
While traveling, we prefer to avoid the major tourist areas ? Or visit really early before crowds arrive)
I know this is a little vague,’. Basically, we want to see the most beautiful natural sights, eat some good food , avoid crowds and be outside as much as possible . We are willing to move to 2-3 different areas .
Thank you so much for any advice! (If you know of somewhere from Venice that better fits this description, we have only booked flights and will be renting a car and staying 8 days)",2020,ellenmcn77,"Clarkston, Michigan",No Rating,Slovenia,30,we flying venice june heading slovenia. we love beautiful scenery like hiking enjoying quiet towns places beaten path. we three kids . lives things hike decent distance.we struggling itinerary. my husband founds place loves says minutes bovec. we thinking staying couple days view gorgeous mountains visit bovec area soca river mist beautiful is location cut rest sloveniawe chat soldered moving bled explore area hikes food etc...we also would like boost caves south.my husband interested capital bug im wondering quaint village food scenery may enjoy more.while traveling prefer avoid major tourist areas or visit really early crowds arrivei know little vague. basically want see beautiful natural sights eat good food avoid crowds outside much possible . we willing move different areas .thank much advice if know somewhere venice better fits description booked flights renting car staying days,0,0,1,0,
Where will you rent a car and how will you get to Slovenia?,2020,JesperP,"Vildbjerg, Denmark",2,Slovenia,30,where rent car get slovenia,1,0,0,0,
"'My husband is interested in the capital bug''
Well unlike other capital cities in Europe, Ljubljana is small and extremely walkable. It also does not get that many tourists. So it does not have that overwhelming feeling like London or Paris would. So I feel it could suit you because you are active and like to do your own thing so you can explore the city entirely on foot. Ljubljana is also very well connected with the rest of the Slovenia, with highways leading in every direction to enable you to easily get to your next destination so I think you should at least spend one day there. It's also somewhere you could consider if you get a day of bad weather which would not be suitable for hiking because June does not guarantee perfect weather. Slovenia gets quite a lot of rainfall all year around so you can never be too sure with the weather when planning a trip entirely on outdoor activities. Sometimes it helps to find that balance. After 7 days of outdoor activities your husband and your children might appreciate the change of pace of a day exploring the city.
Finally, Bled gets more tourists than Ljubljana and the caves get a load of tourists as well. So your wish to get off the beaten path and avoid the major tourist areas as a justification for not visiting Ljubljana when you will visit Bled which is much more touristy is a bit ironic.",2020,Noyk0,,No Rating,Slovenia,30,my husband interested capital bugwell unlike capital cities europe ljubljana small extremely walkable. it also get many tourists. so overwhelming feeling like london paris would. so i feel could suit active like thing explore city entirely foot. ljubljana also well connected rest slovenia highways leading every direction enable easily get next destination i think least spend one day there. its also somewhere could consider get day bad weather would suitable hiking june guarantee perfect weather. slovenia gets quite lot rainfall year around never sure weather planning trip entirely outdoor activities. sometimes helps find balance. after days outdoor activities husband children might appreciate change pace day exploring city.finally bled gets tourists ljubljana caves get load tourists well. so wish get beaten path avoid major tourist areas justification visiting ljubljana visit bled much touristy bit ironic.,0,1,1,1,
"I'm planning a trip to Spain and have been reading comments from this forum and also Travel Explosion. I now have a little better idea of what Spain is like. However, most people don't talk much about the economy. Has the down economy made traveling to Spain better or worse?",2013,Jade M,Arizona City...,No Rating,Spain,31,im planning trip spain reading comments forum also travel explosion. i little better idea spain like. however people dont talk much economy. has economy made traveling spain better worse,1,0,2,#N/A,
I think the main reason there is not much talk about the economy is that it has had no effect on tourists.,2013,sydneynick,"Sydney, Australia",20,Spain,31,i think main reason much talk economy effect tourists.,0,1,2,#N/A,
"Jade:
Come now because the hotels have reduced their prices to get more customers. I know this because I am constantly traveling in Spain. I just came from Seville and stayed at a very good 4 star hotel and got the best room for a very good price.",2013,BennyMalaga,"Malaga, Spain","3,546",Spain,31,jade:come hotels reduced prices get customers. i know i constantly traveling spain. i came seville stayed good star hotel got best room good price.,1,1,1,1,
Food and drink prices tend to be on offer in many restaurants and hotel prices ´may´ be negociable. A great time to visit Spain.,2013,Campolady,"Torrox, Spain",112,Spain,31,food drink prices tend offer many restaurants hotel prices may negociable. a great time visit spain.,0,1,1,1,
"The view about hotel price lowering is too general.
Some locations yes (by a whole 1%) other locations no (a whacking 29%):
http://www.thelocal.es/page/view/hotel-prices-climb",2013,CSE 💬,"O Savinao, Galicia",25,Spain,31,the view hotel price lowering general.some locations yes whole locations whacking :,1,2,1,1,
"as a general article for spain's economy, check http://en.wikipedia.org/wiki/Economy_of_Spain
from a tourist point of view, I would say either no change or a small change to better (finding some prices cheaper than before, finding curtomer service in general more atentive).",2013,myscreen123,"Brussels, Belgium",No Rating,Spain,31,general article spains economy check tourist point view i would say either change small change better finding prices cheaper finding curtomer service general atentive.,0,1,0,0,
"This topic has been closed to new posts due to inactivity.
What are forum guidelines?",2014,,,,Spain,31,this topic closed new posts due inactivity.what forum guidelines,1,0,0,0,
"Has anyone been able to go to Spain for 3 months then to Sweden for 3 months then back to Spain? Is it possible? This would be on an Australian and New Zealand passport.
Or if you know of any links I could look at I'd appreciate it.",2019,danceswithroseoz,"Patong, Thailand",88,Spain,31,has anyone able go spain months sweden months back spain is possible this would australian new zealand passport.or know links i could look id appreciate it.,0,0,0,0,
"This topic has been closed to new posts due to inactivity.
What are forum guidelines?",2020,,,,Spain,31,this topic closed new posts due inactivity.what forum guidelines,2,0,0,0,
Where is the best hottest place to get all year sun anywhere in Spain,2018,Darren M,"London, United...",63,Spain,31,where best hottest place get year sun anywhere spain,1,0,0,0,
"Malaga has 320 days of sunshine, some of the best weather in Spain.
https://www.theguardian.com/travel/2015/jul/25/malaga-holiday-guide-spain-best-hotels-bars-restaurants",2018,BennyMalaga,"Malaga, Spain","3,546",Spain,31,malaga days sunshine best weather spain.,0,1,1,1,
The Canaries.,2018,LaCabra93_20,"London, United...",1,Spain,31,the canaries.,1,0,0,0,
"Hottest? as post 2 says. But pick the actual location well you can still have wind and rain.
Malaga has been known to flood.
The average weather charts do not give you an answer you are looking for.",2018,CSE 💬,"O Savinao, Galicia",25,Spain,31,hottest post says. but pick actual location well still wind rain.malaga known flood.the average weather charts give answer looking for.,0,2,2,2,
Well the Canaries is year-round but not the hottest in summer. For that the Gualaquivir valley down to Sevilla or the plains of La Mancha take some beating. Take a hat.,2018,johnincornwall895,"St Austell, United...",2,Spain,31,well canaries yearround hottest summer. for gualaquivir valley sevilla plains la mancha take beating. take hat.,0,0,1,0,
